"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Polarity","Emotions","ProcessedText","Handle"
"745","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:00:01,FALSE,NA,"951831135230873600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","michaelrocky00",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"746","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:59:52,FALSE,NA,"951831095561129984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","demon244",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"747","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:59:50,FALSE,NA,"951831090469142528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juanbirolo",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"748","@easyJet on 4pm from Lyon to Luton. Speedy boarding completely ignored. People with kids just left st the back. Shambles!!",FALSE,0,"easyJet",2018-01-12 14:59:39,FALSE,NA,"951831043174227968","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nightingalesj",0,FALSE,FALSE,NA,NA,"neutral","unknown","on pm from lyon to luton speedy boarding completely ignored people with kids just left st the back shambles","@easyJet"
"749","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:59:29,FALSE,NA,"951831001759715328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jakey_hardiman",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"750","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:58:31,FALSE,NA,"951830756250341376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kazz147",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"751","Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay ai gente que lindo. #KLM https://t.co/5T1i9JadAA",FALSE,0,NA,2018-01-12 14:57:44,FALSE,NA,"951830560955023360",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","mylirio",0,FALSE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday ai gente que lindo klm","@easyJet"
"752","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:57:07,FALSE,NA,"951830404637609985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mathewjenkinson",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"753","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:55:54,FALSE,NA,"951830100131053575",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","makys",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"754","@easyJet wish i had booked my 23 return flights to reykjavik next friday with you. @Icelandair wont let me change t… https://t.co/ofPnFNyK3j",FALSE,1,"easyJet",2018-01-12 14:55:45,TRUE,NA,"951830062793482241","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philheadhunter",2,FALSE,FALSE,NA,NA,"positive","unknown","wish i had booked myreturn flights to reykjavik next friday with youwont let me change t…","@easyJet"
"755","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:55:02,FALSE,NA,"951829882656477184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","frazzlemaster",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"756","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:54:54,FALSE,NA,"951829846535102464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LisaTait3",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"757","@Ryanair @wizzair @KAYAK @easyJet @Skyscanner Ryan Air has definitely made the biggest strides in UX and overall fl… https://t.co/vK2GM2paC2",FALSE,0,"mikeystoj",2018-01-12 14:53:01,TRUE,"951829133058768896","951829372784259072","22132813","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mikeystoj",0,FALSE,FALSE,NA,NA,"neutral","unknown","ryan air has definitely made the biggest strides in ux and overall fl…","@easyJet"
"758","@easyJet Well said Shakespeare.... I mean Anton <U+263A><U+FE0F><U+2708><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",FALSE,0,"easyJet",2018-01-12 14:52:13,FALSE,"951823721815265280","951829171340275712","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AvgeekMel",0,FALSE,FALSE,NA,NA,"negative","unknown","well said shakespeare i mean anton <U+263A><U+FE0F><U+2708><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>","@easyJet"
"759","Been a while since looking across all airline sites in Europe. Can definitely say that all have improved incredibly… https://t.co/lf7FsF1Eyk",FALSE,1,NA,2018-01-12 14:52:04,TRUE,NA,"951829133058768896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mikeystoj",0,FALSE,FALSE,NA,NA,"positive","unknown","been a while since looking across all airline sites in europe can definitely say that all have improved incredibly…","@easyJet"
"760","Somehow @easyJet have lost a WHOLE planes luggage after landing in Manchester. Please let me know how this is possi… https://t.co/aYnGkysxjC",FALSE,5,NA,2018-01-12 14:51:10,TRUE,NA,"951828908726476801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NiamhDonnell",1,FALSE,FALSE,NA,NA,"positive","joy","somehowhave lost a whole planes luggage after landing in manchester please let me know how this is possi…","@easyJet"
"761","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:49:43,FALSE,NA,"951828542811238401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BlackForestJava",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"762","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:48:47,FALSE,NA,"951828309679120384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SplitTurbo",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"763","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:47:30,FALSE,NA,"951827986348638208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Train_PlaneHub",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"764","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:44:07,FALSE,NA,"951827134837936128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","joem167",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"765","Hi @easyJet, I just made a payment to renew my EasyJet Plus Card but the page was suddenly closed when I clicked on… https://t.co/Gv878fTU3u",FALSE,0,NA,2018-01-12 14:43:46,TRUE,NA,"951827047801815040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CamilleBaert",0,FALSE,FALSE,NA,NA,"positive","unknown","hii just made a payment to renew my easyjet plus card but the page was suddenly closed when i clicked on…","@easyJet"
"766","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:43:10,FALSE,NA,"951826896328757254",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","James_Buses",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"767","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:42:14,FALSE,NA,"951826659682017281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jesuisxdaan",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"768","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:42:12,FALSE,NA,"951826650039308288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kiss_A_Ginger",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"769","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:42:06,FALSE,NA,"951826625263472641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","namboozle",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"770","@KLM @easyJet Great #Marketing @KLM 
#KissAGingerDay",FALSE,0,"KLM",2018-01-12 14:41:24,FALSE,"951795186564202497","951826449102786560","56377143","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rachel_ie",0,FALSE,FALSE,NA,NA,"positive","joy","great marketing
kissagingerday","@easyJet"
"771","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:40:54,FALSE,NA,"951826323768475649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","moomootown",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"772","Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay #KLM https://t.co/f9Kxohn3Pc",FALSE,12,NA,2018-01-12 14:40:39,FALSE,NA,"951826262590332928",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","raposoneto",0,FALSE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday klm","@easyJet"
"773","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:38:49,FALSE,NA,"951825800491397120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","gkosloff",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"774","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:38:29,FALSE,NA,"951825718010359808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TugmasterRob",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"775","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:38:25,FALSE,NA,"951825697722568704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","apratt_pratt",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"776","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:38:24,FALSE,NA,"951825696225099777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Herb2606",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"777","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:37:40,FALSE,NA,"951825511197691905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Emma_LouDitch",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"778","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:35:50,FALSE,NA,"951825049530626048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","spotter_bcnlebl",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"779","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:34:50,FALSE,NA,"951824796098158592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","M_Thorp03",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"780","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:34:42,FALSE,NA,"951824765962129409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marcbbz",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"781","RT @pfmcgarvey: @easyJet #EZY183 Luton to Belfast late taking off again! 7 weeks in row for me! Yous taking the p*** or what??",FALSE,0,NA,2018-01-12 14:34:00,FALSE,NA,"951824588509536258",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",1,TRUE,FALSE,NA,NA,"positive","unknown","ezy luton to belfast late taking off againweeks in row for me yous taking the p or what","@easyJet"
"782","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:33:55,FALSE,NA,"951824566439038983",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","white2410",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"783","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 14:32:38,FALSE,NA,"951824245822279681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","truckinfoto",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
